"PC1","PC2","PC3","NoiseCondition"
0.794919516823209,0.579613320804928,0.128050713946118,"Baseline"
0.781615739745776,0.591939785662907,0.142122828551999,"Baseline"
0.854308012968214,0.528869344954604,0.0847647442344115,"Baseline"
0.851972482519953,0.53103330439467,0.0872351593610457,"Baseline"
0.834070435194418,0.547620244777068,0.106171109668885,"Baseline"
0.859189135091587,0.526487679495638,0.089367926166682,"Baseline"
0.840515642229151,0.545930277339935,0.11888608071526,"Baseline"
0.881185874354471,0.514670381545559,0.105165622393139,"Baseline"
0.888851121401486,0.509709116486288,0.106823886895229,"Baseline"
0.978555533565829,0.460848635988787,0.168198027923367,"Baseline"
1.36942829764975,0.374416551071199,0.21412127411227,"Baseline"
1.3360234401471,0.407508328955931,0.259221578775929,"Baseline"
1.75677440697255,0.0219480246366885,-0.166296750368905,"Baseline"
1.39903420446586,0.357689947885393,0.231636553112538,"Baseline"
1.42470784658519,0.346747623565011,0.263077403369351,"Baseline"
1.46063882385439,0.315597064424753,0.234837497390208,"Baseline"
1.42027275962745,0.352997786734833,0.277534836550631,"Baseline"
1.454725756855,0.323216633360925,0.25085826889339,"Baseline"
1.44093621448039,0.335993178585556,0.265444203363631,"Baseline"
1.43690463182307,0.339728596103326,0.269708623375088,"Baseline"
1.50324913205238,0.280398729703688,0.209298711977754,"Baseline"
1.45639091427871,0.323814683784461,0.258863148220221,"Baseline"
1.47040429291798,0.312971628874806,0.253806655343292,"Baseline"
1.498349061573,0.28922060140575,0.234014188180284,"Baseline"
1.48400118370933,0.30251446609123,0.249190703877568,"Baseline"
1.85489839110989,-0.0389952820441616,-0.133360849994739,"Baseline"
1.53235037407144,0.259857951431885,0.207815391552791,"Baseline"
1.51070124817753,0.279916705271792,0.230714826722445,"Baseline"
1.65568253405784,0.147726810533607,0.0871265928473529,"Baseline"
1.57585816418115,0.221687181664932,0.171561086503478,"Baseline"
1.51745950065635,0.275795805817429,0.233332467756197,"Baseline"
1.72128865630517,0.089081079939453,0.0274977032248495,"Baseline"
1.63801151069274,0.166240581552392,0.115584381939313,"Baseline"
1.61647337386363,0.186196499723988,0.138366418055247,"Baseline"
1.52595804768042,0.270062456046908,0.23410930642636,"Baseline"
