"","LD1","LD2","LD3"
"VOA_dB_z",-1.05537690829683,1.90970138004476,0.0187979047935554
"QBER_z",-2.19325589240138,-3.60729132116871,-0.277167374375619
"LogSKR_z",-3.03674566499978,-1.91685570356102,0.748199647937658
