"Noise_dBm","Sweep_km","VOA_dB","QBER","SecureKeyRate_bps","NoiseCondition","LogSKR"
"12",0,15,0.0314,104911,"12 dBm",5.02082516632244
"12",0,15,0.0314,107147,"12 dBm",5.02998406901228
"12",0,15,0.0315,105140,"12 dBm",5.02177210329318
"12",0,15,0.0315,105302,"12 dBm",5.0224407440714
"12",0,15,0.0316,101428,"12 dBm",5.00616214374805
"12",0,15,0.0316,101713,"12 dBm",5.00738073369257
"12",0,15,0.0317,96694,"12 dBm",4.98540401773811
"12",0,15,0.0317,100881,"12 dBm",5.00381368360025
"12",0,15,0.0317,102393,"12 dBm",5.01027450895197
"12",0,15,0.0317,102658,"12 dBm",5.01139702948838
"12",0,15,0.0317,104846,"12 dBm",5.02055600845816
"12",0,15,0.0317,105789,"12 dBm",5.02444461713135
"12",0,15,0.0317,105847,"12 dBm",5.02468265643035
"12",0,15,0.0317,107904,"12 dBm",5.03304156907678
"12",0,15,0.0318,101406,"12 dBm",5.00606793484392
"12",0,15,0.0318,102836,"12 dBm",5.01214939875214
"12",0,15,0.0318,103761,"12 dBm",5.01603833413031
"12",0,15,0.0318,105373,"12 dBm",5.02273346619467
"12",0,15,0.0319,97145,"12 dBm",4.98742492316852
"12",0,15,0.0319,101038,"12 dBm",5.00448903928291
"12",0,15,0.0319,102047,"12 dBm",5.00880449756287
"12",0,15,0.0319,102266,"12 dBm",5.00973551611717
"12",0,15,0.0319,103529,"12 dBm",5.01506621401115
"12",0,15,0.0319,104947,"12 dBm",5.02097416662266
"12",0,15,0.032,99224,"12 dBm",4.9966211075792
"12",0,15,0.032,102143,"12 dBm",5.0092128609986
"12",0,15,0.032,103590,"12 dBm",5.01532202548523
"12",0,15,0.0321,101146,"12 dBm",5.00495300620947
"12",0,15,0.0321,105503,"12 dBm",5.02326892546306
"12",0,15,0.0322,100442,"12 dBm",5.00191967560588
"12",0,15,0.0322,101010,"12 dBm",5.00436867060614
"12",0,15,0.0322,101385,"12 dBm",5.00597798909478
"12",0,15,0.0322,103469,"12 dBm",5.01481444908705
"12",0,15,0.0322,104595,"12 dBm",5.01951507639412
"12",0,15,0.0323,98776,"12 dBm",4.99465583187584
"12",0,15,0.0323,100367,"12 dBm",5.00159527019326
"12",0,15,0.0323,101096,"12 dBm",5.00473826832318
"12",0,15,0.0324,98341,"12 dBm",4.99273903637362
"12",0,15,0.0325,94574,"12 dBm",4.97577634996478
"12",0,15,0.0325,100246,"12 dBm",5.00107138475416
"12",0,15,0.0325,100929,"12 dBm",5.00402027325324
"12",0,15,0.0325,101229,"12 dBm",5.00530923684852
"12",0,15,0.0325,101338,"12 dBm",5.00577661441464
"12",0,15,0.0326,97657,"12 dBm",4.98970782584757
"12",0,15,0.0326,98314,"12 dBm",4.99261978355185
"12",0,15,0.0326,98783,"12 dBm",4.994686607802
"12",0,15,0.0326,101118,"12 dBm",5.00483276607449
"12",0,15,0.0326,101942,"12 dBm",5.00835740994991
"12",0,15,0.0326,102471,"12 dBm",5.01060521264341
"12",0,15,0.0326,105594,"12 dBm",5.02364335452526
"12",0,15,0.0327,93245,"12 dBm",4.96963021082724
"12",0,15,0.0327,95893,"12 dBm",4.98179143461164
"12",0,15,0.0327,97303,"12 dBm",4.98813069373414
"12",0,15,0.0327,100550,"12 dBm",5.00238639410056
"12",0,15,0.0327,100927,"12 dBm",5.00401166731279
"12",0,15,0.0327,101085,"12 dBm",5.00469101173578
"12",0,15,0.0327,101231,"12 dBm",5.00531781711507
"12",0,15,0.0327,101407,"12 dBm",5.00607221751021
"12",0,15,0.0327,102284,"12 dBm",5.00981194950031
"12",0,15,0.0327,103091,"12 dBm",5.01322496508315
"12",0,15,0.0328,92724,"12 dBm",4.96719684200065
"12",0,15,0.0328,97480,"12 dBm",4.9889199757061
"12",0,15,0.0328,98662,"12 dBm",4.99415431671742
"12",0,15,0.0328,100088,"12 dBm",5.00038635018855
"12",0,15,0.0328,101315,"12 dBm",5.00567803532085
"12",0,15,0.0329,92972,"12 dBm",4.96835684475291
"12",0,15,0.0329,95513,"12 dBm",4.98006703312434
"12",0,15,0.0329,97113,"12 dBm",4.98728184251839
"12",0,15,0.0329,99933,"12 dBm",4.99971327101097
"12",0,15,0.0329,100896,"12 dBm",5.00387825342408
"12",0,15,0.0329,101051,"12 dBm",5.00454491340173
"12",0,15,0.033,93505,"12 dBm",4.97083947914297
"12",0,15,0.033,98641,"12 dBm",4.99406186914484
"12",0,15,0.033,100652,"12 dBm",5.00282672372571
"12",0,15,0.033,100688,"12 dBm",5.00298202765152
"12",0,15,0.033,100883,"12 dBm",5.00382229346479
"12",0,15,0.033,101856,"12 dBm",5.00799088072851
"12",0,15,0.0331,93153,"12 dBm",4.96920150808497
"12",0,15,0.0331,95634,"12 dBm",4.98061686220353
"12",0,15,0.0331,96551,"12 dBm",4.98476127428287
"12",0,15,0.0331,97242,"12 dBm",4.98785834860145
"12",0,15,0.0331,97810,"12 dBm",4.9903876990684
"12",0,15,0.0331,102426,"12 dBm",5.01041445278611
"12",0,15,0.0331,103429,"12 dBm",5.01464652468403
"12",0,15,0.0332,96297,"12 dBm",4.98361726741546
"12",0,15,0.0332,96956,"12 dBm",4.98657916928506
"12",0,15,0.0332,97393,"12 dBm",4.98853220280105
"12",0,15,0.0332,97546,"12 dBm",4.98921391746728
"12",0,15,0.0332,97613,"12 dBm",4.98951210953876
"12",0,15,0.0332,97934,"12 dBm",4.99093792766014
"12",0,15,0.0332,99475,"12 dBm",4.9977183136621
"12",0,15,0.0332,99732,"12 dBm",4.99883888295135
"12",0,15,0.0332,101397,"12 dBm",5.00602938894673
"12",0,15,0.0332,101835,"12 dBm",5.00790133239693
"12",0,15,0.0332,102656,"12 dBm",5.01138856849202
"12",0,15,0.0333,92809,"12 dBm",4.96759477267189
"12",0,15,0.0333,96542,"12 dBm",4.98472079006173
"12",0,15,0.0333,97565,"12 dBm",4.98929850019814
"12",0,15,0.0333,97623,"12 dBm",4.98955659826353
"12",0,15,0.0333,97948,"12 dBm",4.99100000646961
"12",0,15,0.0333,99480,"12 dBm",4.99774014222214
"12",0,15,0.0333,99500,"12 dBm",4.99782744549245
"12",0,15,0.0333,100159,"12 dBm",5.00069431586635
"12",0,15,0.0333,100222,"12 dBm",5.00096739844583
"12",0,15,0.0333,100693,"12 dBm",5.00300359324951
"12",0,15,0.0334,92224,"12 dBm",4.96484866389884
"12",0,15,0.0334,93406,"12 dBm",4.97037942384742
"12",0,15,0.0334,94512,"12 dBm",4.97549154861469
"12",0,15,0.0334,96334,"12 dBm",4.98378410171725
"12",0,15,0.0334,96398,"12 dBm",4.98407252874998
"12",0,15,0.0334,96692,"12 dBm",4.98539503487502
"12",0,15,0.0334,97597,"12 dBm",4.98944091809842
"12",0,15,0.0334,97718,"12 dBm",4.98997901400439
"12",0,15,0.0334,100679,"12 dBm",5.00294320687633
"12",0,15,0.0334,100759,"12 dBm",5.00328815882608
"12",0,15,0.0335,94121,"12 dBm",4.97369114693296
"12",0,15,0.0335,94669,"12 dBm",4.97621237711738
"12",0,15,0.0335,97459,"12 dBm",4.98882640704528
"12",0,15,0.0335,98834,"12 dBm",4.99491076660322
"12",0,15,0.0335,99225,"12 dBm",4.99662548442267
"12",0,15,0.0335,99856,"12 dBm",4.99937851442271
"12",0,15,0.0335,100666,"12 dBm",5.00288712629631
"12",0,15,0.0336,89165,"12 dBm",4.9501992845639
"12",0,15,0.0336,94036,"12 dBm",4.97329876566528
"12",0,15,0.0336,94829,"12 dBm",4.97694575055924
"12",0,15,0.0336,95384,"12 dBm",4.97948008403929
"12",0,15,0.0336,96449,"12 dBm",4.9843022319799
"12",0,15,0.0336,96496,"12 dBm",4.98451381175107
"12",0,15,0.0336,96827,"12 dBm",4.98600096151417
"12",0,15,0.0336,97508,"12 dBm",4.98904470256981
"12",0,15,0.0336,97836,"12 dBm",4.99050312735385
"12",0,15,0.0336,98377,"12 dBm",4.99289798921546
"12",0,15,0.0336,98512,"12 dBm",4.99349354476898
"12",0,15,0.0336,98605,"12 dBm",4.99390334179326
"12",0,15,0.0336,98785,"12 dBm",4.9946954005232
"12",0,15,0.0336,99111,"12 dBm",4.99612623993711
"12",0,15,0.0336,100829,"12 dBm",5.00358976718914
"12",0,15,0.0336,101182,"12 dBm",5.00510755176884
"12",0,15,0.0337,94460,"12 dBm",4.97525253887125
"12",0,15,0.0337,98449,"12 dBm",4.99321572047414
"12",0,15,0.0337,99740,"12 dBm",4.99887371812643
"12",0,15,0.0338,95831,"12 dBm",4.98151055190594
"12",0,15,0.0338,99107,"12 dBm",4.99610871216062
"12",0,15,0.0339,92483,"12 dBm",4.96606660503363
"12",0,15,0.0339,94578,"12 dBm",4.97579471783359
"12",0,15,0.0339,95209,"12 dBm",4.97868256515694
"12",0,15,0.0339,95401,"12 dBm",4.97955747931478
"12",0,15,0.0339,99333,"12 dBm",4.99709792407488
"12",0,15,0.0339,101958,"12 dBm",5.00842556731693
"12",0,15,0.034,94480,"12 dBm",4.97534448126278
"12",0,15,0.034,94682,"12 dBm",4.97627200995418
"12",0,15,0.034,94875,"12 dBm",4.97715636642336
"12",0,15,0.034,98292,"12 dBm",4.99252259036906
"12",0,15,0.0341,93699,"12 dBm",4.97173959088778
"12",0,15,0.0341,93786,"12 dBm",4.97214264414094
"12",0,15,0.0341,93793,"12 dBm",4.97217505745971
"12",0,15,0.0341,96337,"12 dBm",4.98379762601433
"12",0,15,0.0341,97518,"12 dBm",4.98908923919863
"12",0,15,0.0341,97951,"12 dBm",4.99101330791724
"12",0,15,0.0341,97991,"12 dBm",4.9911906216346
"12",0,15,0.0342,93439,"12 dBm",4.97053282976832
"12",0,15,0.0342,97052,"12 dBm",4.98700896438496
"12",0,15,0.0342,97822,"12 dBm",4.99044097747389
"12",0,15,0.0343,90751,"12 dBm",4.95785620483093
"12",0,15,0.0343,91519,"12 dBm",4.96151601144895
"12",0,15,0.0343,93764,"12 dBm",4.97204075795848
"12",0,15,0.0343,94052,"12 dBm",4.97337265275898
"12",0,15,0.0343,94525,"12 dBm",4.9755512805036
"12",0,15,0.0343,95230,"12 dBm",4.97877834478588
"12",0,15,0.0343,95932,"12 dBm",4.98196802586342
"12",0,15,0.0343,95961,"12 dBm",4.98209929077466
"12",0,15,0.0343,96309,"12 dBm",4.9836713828602
"12",0,15,0.0343,96655,"12 dBm",4.98522881838539
"12",0,15,0.0343,97353,"12 dBm",4.98835380015229
"12",0,15,0.0344,90196,"12 dBm",4.95519209291763
"12",0,15,0.0344,93194,"12 dBm",4.9693926126688
"12",0,15,0.0344,93421,"12 dBm",4.97044916052901
"12",0,15,0.0344,95443,"12 dBm",4.97974863206133
"12",0,15,0.0345,86957,"12 dBm",4.93930954258983
"12",0,15,0.0345,88068,"12 dBm",4.94482306507323
"12",0,15,0.0345,91959,"12 dBm",4.96359896259724
"12",0,15,0.0345,95747,"12 dBm",4.98112971112071
"12",0,15,0.0345,96630,"12 dBm",4.98511647392241
"12",0,15,0.0345,100012,"12 dBm",5.00005645461318
"12",0,15,0.0346,90567,"12 dBm",4.95697477738664
"12",0,15,0.0346,93015,"12 dBm",4.96855765945759
"12",0,15,0.0347,91726,"12 dBm",4.96249718981468
"12",0,15,0.0347,94015,"12 dBm",4.97320176977414
"12",0,15,0.0347,94748,"12 dBm",4.976574635033
"12",0,15,0.0347,96424,"12 dBm",4.98418964753808
"12",0,15,0.0348,89363,"12 dBm",4.95116259989099
"12",0,15,0.0348,91343,"12 dBm",4.96068002566261
"12",0,15,0.0348,93185,"12 dBm",4.96935067008516
"12",0,15,0.0348,97311,"12 dBm",4.98816639846404
"12",0,15,0.0349,90846,"12 dBm",4.95831059036769
"12",0,15,0.0349,91702,"12 dBm",4.96238354354498
"12",0,15,0.0349,92108,"12 dBm",4.96430206732359
"12",0,15,0.0349,93328,"12 dBm",4.97001661248208
"12",0,15,0.0349,93576,"12 dBm",4.97116911796313
"12",0,15,0.0349,93666,"12 dBm",4.97158661071463
"12",0,15,0.0349,96597,"12 dBm",4.98496813471823
"12",0,15,0.035,98617,"12 dBm",4.99395619067361
"12",0,15,0.0351,87155,"12 dBm",4.94029729020902
"12",0,15,0.0351,89793,"12 dBm",4.95324731824918
"12",0,15,0.0351,93850,"12 dBm",4.97243890447114
"12",0,15,0.0351,94124,"12 dBm",4.97370498920876
"12",0,15,0.0351,100234,"12 dBm",5.00101939471227
"12",0,15,0.0353,92841,"12 dBm",4.96774448744532
"12",0,15,0.0353,95097,"12 dBm",4.97817138341378
"12",0,15,0.0354,89535,"12 dBm",4.95199768847572
"12",0,15,0.0354,93642,"12 dBm",4.9714753185506
"12",0,15,0.0357,87434,"12 dBm",4.94168531437513
"12",0,15,0.0357,92737,"12 dBm",4.96725772560842
"12",0,15,0.0358,88299,"12 dBm",4.94596070357757
"12",0,15,0.0358,90570,"12 dBm",4.95698916284141
"12",0,15,0.0359,83203,"12 dBm",4.92014420533123
"12",0,15,0.0359,87122,"12 dBm",4.94013282153438
"12",0,15,0.0359,88825,"12 dBm",4.94854010546097
"12",0,15,0.0368,100286,"12 dBm",5.00124463995783
"12",0,15,0.0382,80816,"12 dBm",4.9075027250026
"12",0,20,0.0315,35693,"12 dBm",4.55259521930861
"12",0,20,0.0315,35829,"12 dBm",4.55424680816611
"12",0,20,0.0315,36758,"12 dBm",4.56536368823123
"12",0,20,0.0321,33628,"12 dBm",4.52671395322189
"12",0,20,0.0336,35874,"12 dBm",4.55479190974205
"12",0,20,0.0337,37463,"12 dBm",4.57361414477402
"12",0,20,0.0338,36323,"12 dBm",4.5601936670042
"12",0,20,0.0341,37493,"12 dBm",4.57396177505105
"12",0,20,0.0343,35262,"12 dBm",4.54731925714149
"12",0,20,0.0343,36138,"12 dBm",4.55797613105583
"12",0,20,0.0343,36572,"12 dBm",4.5631605859877
"12",0,20,0.0343,36720,"12 dBm",4.56491449955993
"12",0,20,0.0344,35801,"12 dBm",4.55390728822774
"12",0,20,0.0345,37138,"12 dBm",4.5698302058031
"12",0,20,0.0347,32446,"12 dBm",4.51117454878893
"12",0,20,0.0347,36536,"12 dBm",4.56273288519131
"12",0,20,0.0349,37448,"12 dBm",4.57344022523227
"12",0,20,0.0352,33669,"12 dBm",4.52724311638809
"12",0,20,0.0352,34084,"12 dBm",4.53256329833448
"12",0,20,0.0352,37933,"12 dBm",4.57902863986427
"12",0,20,0.0353,29400,"12 dBm",4.46836210208209
"12",0,20,0.0354,32553,"12 dBm",4.51260435914683
"12",0,20,0.0355,33786,"12 dBm",4.52874963180785
"12",0,20,0.0359,30932,"12 dBm",4.49042204157655
"12",0,20,0.0359,31597,"12 dBm",4.499659594756
"12",0,20,0.0359,37059,"12 dBm",4.56890541498288
"12",0,20,0.036,31725,"12 dBm",4.50141531989637
"12",0,20,0.0361,30861,"12 dBm",4.48942406692541
"12",0,20,0.0362,33150,"12 dBm",4.52049663343254
"12",0,20,0.0362,33593,"12 dBm",4.52626171787863
"12",0,20,0.0365,36297,"12 dBm",4.55988269630628
"12",0,20,0.0365,37999,"12 dBm",4.57978359661681
"12",0,20,0.0367,36007,"12 dBm",4.55639899993042
"12",0,20,0.0368,32958,"12 dBm",4.51797402641494
"12",0,20,0.0368,35208,"12 dBm",4.5466536904877
"12",0,20,0.037,33381,"12 dBm",4.52351235280289
"12",0,20,0.0371,33463,"12 dBm",4.52457785157257
"12",0,20,0.0372,31867,"12 dBm",4.50335480849353
"12",0,20,0.0372,33223,"12 dBm",4.52145191810182
"12",0,20,0.0373,31553,"12 dBm",4.4990544211971
"12",0,20,0.0374,32186,"12 dBm",4.50768050001082
"12",0,20,0.0376,32593,"12 dBm",4.51313766121164
"12",0,20,0.0378,32072,"12 dBm",4.50613958426614
"12",0,20,0.0379,31693,"12 dBm",4.5009770535892
"12",0,20,0.0379,31938,"12 dBm",4.5043213143923
"12",0,20,0.038,31301,"12 dBm",4.49557208710602
"12",0,20,0.0382,31636,"12 dBm",4.50019529450904
"12",0,20,0.0385,30858,"12 dBm",4.48938184844396
"12",0,20,0.0386,31281,"12 dBm",4.4952945116895
"12",0,20,0.0387,29784,"12 dBm",4.47399760443486
"12",0,20,0.0389,30153,"12 dBm",4.47934493049614
"12",0,20,0.0389,33301,"12 dBm",4.52247031647572
"12",0,20,0.039,30279,"12 dBm",4.48115587082803
"12",0,20,0.0391,29867,"12 dBm",4.47520614265622
"12",0,20,0.0401,28479,"12 dBm",4.45453998496482
"12",0,25,0.0407,10050,"12 dBm",4.00220927298801
"12",0,25,0.0409,4639,"12 dBm",3.66651798055488
"12",0,25,0.0412,11684,"12 dBm",4.06762871672825
"12",0,25,0.0413,9745,"12 dBm",3.98882640704528
"12",0,25,0.0425,9438,"12 dBm",3.97492598608976
"12",0,25,0.0427,9487,"12 dBm",3.97717467602019
"12",0,25,0.0432,9018,"12 dBm",3.95515838692579
"12",0,25,0.0433,8932,"12 dBm",3.95099733398881
"12",0,25,0.0434,6358,"12 dBm",3.80338882498361
"12",0,25,0.0437,8736,"12 dBm",3.94136233571176
"12",0,25,0.0439,7052,"12 dBm",3.8483738838446
"12",0,25,0.0439,8370,"12 dBm",3.9227773419288
"12",0,25,0.0443,8419,"12 dBm",3.92531209149965
"12",0,25,0.0446,5601,"12 dBm",3.74834310448755
"12",0,25,0.0447,8433,"12 dBm",3.92603359667884
"12",0,25,0.0448,8087,"12 dBm",3.90784114258294
"12",0,25,0.045,5701,"12 dBm",3.75602721297344
"12",0,25,0.045,7353,"12 dBm",3.86652362553284
"12",0,25,0.0452,9150,"12 dBm",3.96146855535079
"12",0,25,0.0454,5179,"12 dBm",3.71432975974523
"12",0,25,0.0454,7761,"12 dBm",3.889973638404
"12",0,25,0.0455,5795,"12 dBm",3.76312837679914
"12",0,25,0.0455,10861,"12 dBm",4.03590979845661
"12",0,25,0.0458,7354,"12 dBm",3.86658267706355
"12",0,25,0.0459,7448,"12 dBm",3.87209797427423
"12",0,25,0.0463,7196,"12 dBm",3.85715150268749
"12",0,25,0.0465,7058,"12 dBm",3.84874318189568
"12",0,25,0.0467,6928,"12 dBm",3.84067056133341
"12",0,25,0.0468,7254,"12 dBm",3.86063741677375
"12",0,25,0.047,6713,"12 dBm",3.82698133691199
"12",0,25,0.0471,6169,"12 dBm",3.79028516403324
"12",0,25,0.0471,6684,"12 dBm",3.825101411598
"12",0,25,0.0473,5911,"12 dBm",3.77173442538677
"12",0,25,0.0473,6595,"12 dBm",3.81928064697248
"12",0,25,0.0474,6452,"12 dBm",3.80976166510712
"12",0,25,0.0476,3289,"12 dBm",3.51719589794997
"12",0,25,0.0476,3889,"12 dBm",3.58994960132571
"12",0,25,0.0476,6321,"12 dBm",3.80085449150356
"12",0,25,0.0478,6142,"12 dBm",3.78838051531956
"12",0,25,0.0479,6369,"12 dBm",3.80413943233535
"12",0,25,0.0479,8212,"12 dBm",3.91450182282731
"12",0,25,0.0481,4996,"12 dBm",3.69870934944259
"12",0,25,0.0488,6478,"12 dBm",3.81150797994533
"12",0,25,0.049,5964,"12 dBm",3.77561044800636
"12",0,25,0.0493,9811,"12 dBm",3.99175753953435
"12",0,25,0.0521,7001,"12 dBm",3.84522210642901
"12",0,27,0.0624,58,"12 dBm",1.77085201164214
"12",0,27,0.0625,12,"12 dBm",1.11394335230684
"12",0,27,0.0625,37,"12 dBm",1.57978359661681
"12",0,27,0.0625,71,"12 dBm",1.85733249643127
"12",0,27,0.0625,84,"12 dBm",1.92941892571429
"12",0,27,0.0626,19,"12 dBm",1.30102999566398
"12",0,27,0.0626,76,"12 dBm",1.88649072517248
"12",0,27,0.0626,89,"12 dBm",1.95424250943932
"12",0,27,0.0626,92,"12 dBm",1.96848294855394
"12",0,27,0.0626,99,"12 dBm",2
"12",0,27,0.0627,31,"12 dBm",1.50514997831991
"12",0,27,0.0627,41,"12 dBm",1.6232492903979
"12",0,27,0.0627,66,"12 dBm",1.82607480270083
"12",0,27,0.0627,111,"12 dBm",2.04921802267018
"12",0,27,0.0628,23,"12 dBm",1.38021124171161
"12",0,27,0.0628,28,"12 dBm",1.46239799789896
"12",0,27,0.0628,38,"12 dBm",1.5910646070265
"12",0,27,0.0628,99,"12 dBm",2
"12",0,27,0.0628,133,"12 dBm",2.12710479836481
"12",0,27,0.0629,14,"12 dBm",1.17609125905568
"12",0,27,0.0629,17,"12 dBm",1.25527250510331
"12",0,27,0.0629,53,"12 dBm",1.73239375982297
"12",0,27,0.0629,54,"12 dBm",1.74036268949424
"12",0,27,0.0629,102,"12 dBm",2.01283722470517
"12",0,27,0.0629,130,"12 dBm",2.11727129565576
"12",0,27,0.063,64,"12 dBm",1.81291335664286
"12",0,27,0.063,94,"12 dBm",1.97772360528885
"12",0,27,0.0631,39,"12 dBm",1.60205999132796
"12",0,27,0.0631,63,"12 dBm",1.80617997398389
"12",0,27,0.0631,79,"12 dBm",1.90308998699194
"12",0,27,0.0631,96,"12 dBm",1.98677173426624
"12",0,27,0.0632,50,"12 dBm",1.70757017609794
"12",0,27,0.0632,98,"12 dBm",1.99563519459755
"12",0,27,0.0632,105,"12 dBm",2.02530586526477
"12",0,27,0.0632,112,"12 dBm",2.05307844348342
"12",0,27,0.0633,133,"12 dBm",2.12710479836481
"12",0,27,0.0633,136,"12 dBm",2.13672056715641
"12",0,28,0.0656,0,"12 dBm",0
"12",0,28,0.0658,0,"12 dBm",0
"12",0,28,0.0658,0,"12 dBm",0
"12",0,28,0.0661,0,"12 dBm",0
"12",0,28,0.0662,0,"12 dBm",0
"12",0,28,0.0663,0,"12 dBm",0
"12",0,28,0.0665,0,"12 dBm",0
"12",0,28,0.0668,0,"12 dBm",0
"12",0,28,0.0669,0,"12 dBm",0
"12",0,28,0.067,0,"12 dBm",0
"12",0,28,0.0672,0,"12 dBm",0
"12",0,28,0.0679,0,"12 dBm",0
"12",0,28,0.0682,0,"12 dBm",0
"12",0,28,0.0684,0,"12 dBm",0
"12",0,28,0.0686,0,"12 dBm",0
"12",0,28,0.0687,0,"12 dBm",0
"12",0,28,0.0687,0,"12 dBm",0
"12",0,28,0.0688,0,"12 dBm",0
"12",0,28,0.0689,0,"12 dBm",0
"12",0,28,0.069,0,"12 dBm",0
"12",0,28,0.0691,0,"12 dBm",0
"12",0,28,0.0691,0,"12 dBm",0
"12",0,28,0.0692,0,"12 dBm",0
"12",0,28,0.0692,0,"12 dBm",0
"12",0,28,0.0696,0,"12 dBm",0
"12",0,28,0.0696,0,"12 dBm",0
"12",0,28,0.0698,0,"12 dBm",0
"12",0,28,0.0699,0,"12 dBm",0
"12",0,28,0.07,0,"12 dBm",0
"12",0,28,0.07,0,"12 dBm",0
"12",0,28,0.0701,0,"12 dBm",0
"12",0,28,0.0702,0,"12 dBm",0
"12",0,28,0.0702,0,"12 dBm",0
"12",0,28,0.0707,0,"12 dBm",0
"12",0,28,0.0713,0,"12 dBm",0
"12",0,28,0.072,0,"12 dBm",0
"12",0,29,0.072,0,"12 dBm",0
"12",0,29,0.0721,0,"12 dBm",0
"12",0,29,0.0724,0,"12 dBm",0
"12",0,29,0.0728,0,"12 dBm",0
"12",0,29,0.0732,0,"12 dBm",0
"12",0,29,0.0734,0,"12 dBm",0
"12",0,29,0.0735,0,"12 dBm",0
"12",0,29,0.0736,0,"12 dBm",0
"12",0,29,0.0737,0,"12 dBm",0
"12",0,29,0.0738,0,"12 dBm",0
"12",0,29,0.074,0,"12 dBm",0
"12",0,29,0.0741,0,"12 dBm",0
"12",0,29,0.0742,0,"12 dBm",0
"12",0,29,0.0743,0,"12 dBm",0
"12",0,29,0.0747,0,"12 dBm",0
"12",0,29,0.0749,0,"12 dBm",0
"12",0,29,0.0749,0,"12 dBm",0
"12",0,29,0.0749,0,"12 dBm",0
"12",0,29,0.0751,0,"12 dBm",0
"12",0,29,0.0752,0,"12 dBm",0
"12",0,29,0.0752,0,"12 dBm",0
"12",0,29,0.0753,0,"12 dBm",0
"12",0,29,0.0754,0,"12 dBm",0
"12",0,29,0.0754,0,"12 dBm",0
"12",0,29,0.0756,0,"12 dBm",0
"12",0,29,0.0756,0,"12 dBm",0
"12",0,29,0.0756,0,"12 dBm",0
"12",0,29,0.0757,0,"12 dBm",0
"12",0,29,0.0758,0,"12 dBm",0
"12",0,29,0.0762,0,"12 dBm",0
"12",0,29,0.0764,0,"12 dBm",0
"12",0,29,0.0765,0,"12 dBm",0
"12",0,29,0.0767,0,"12 dBm",0
"12",0,29,0.0768,0,"12 dBm",0
"12",0,29,0.0769,0,"12 dBm",0
"12",0,29,0.0769,0,"12 dBm",0
"12",0,29,0.0771,0,"12 dBm",0
"12",0,29,0.0773,0,"12 dBm",0
"12",0,29,0.0774,0,"12 dBm",0
"12",0,29,0.0774,0,"12 dBm",0
"12",0,29,0.0775,0,"12 dBm",0
"12",0,29,0.0776,0,"12 dBm",0
"12",0,29,0.0778,0,"12 dBm",0
"12",0,29,0.0787,0,"12 dBm",0
"12",0,29,0.0787,0,"12 dBm",0
"12",0,29,0.0798,0,"12 dBm",0
"12",0,29,0.0804,0,"12 dBm",0
"12",0,29,0.0804,0,"12 dBm",0
"12",0,30,0.0796,0,"12 dBm",0
"12",0,30,0.0801,0,"12 dBm",0
"12",0,30,0.0803,0,"12 dBm",0
"12",0,30,0.0808,0,"12 dBm",0
"12",0,30,0.0808,0,"12 dBm",0
"12",0,30,0.0808,0,"12 dBm",0
"12",0,30,0.0809,0,"12 dBm",0
"12",0,30,0.081,0,"12 dBm",0
"12",0,30,0.0812,0,"12 dBm",0
"12",0,30,0.0814,0,"12 dBm",0
"12",0,30,0.0817,0,"12 dBm",0
"12",0,30,0.0818,0,"12 dBm",0
"12",0,30,0.0821,0,"12 dBm",0
"12",0,30,0.0821,0,"12 dBm",0
"12",0,30,0.0822,0,"12 dBm",0
"12",0,30,0.0822,0,"12 dBm",0
"12",0,30,0.0824,0,"12 dBm",0
"12",0,30,0.0824,0,"12 dBm",0
"12",0,30,0.0825,0,"12 dBm",0
"12",0,30,0.0825,0,"12 dBm",0
"12",0,30,0.0826,0,"12 dBm",0
"12",0,30,0.0827,0,"12 dBm",0
"12",0,30,0.0827,0,"12 dBm",0
"12",0,30,0.0827,0,"12 dBm",0
"12",0,30,0.083,0,"12 dBm",0
"12",0,30,0.0831,0,"12 dBm",0
"12",0,30,0.0831,0,"12 dBm",0
"12",0,30,0.0833,0,"12 dBm",0
"12",0,30,0.0834,0,"12 dBm",0
"12",0,30,0.0834,0,"12 dBm",0
"12",0,30,0.0835,0,"12 dBm",0
"12",0,30,0.084,0,"12 dBm",0
"12",0,30,0.0841,0,"12 dBm",0
"12",0,30,0.0842,0,"12 dBm",0
"12",0,30,0.0844,0,"12 dBm",0
"12",0,30,0.0847,0,"12 dBm",0
"12",0,30,0.0848,0,"12 dBm",0
"12",0,30,0.0854,0,"12 dBm",0
"12",0,30,0.0855,0,"12 dBm",0
"12",0,30,0.0861,0,"12 dBm",0
"12",0,30,0.0865,0,"12 dBm",0
